Season_Rainfall_sum,Season_Rainfall_mean,Season_Tmean_mean,Season_Tmax_mean,Season_Tmin_mean,Season_Humidity_mean,area
2610.1369230769233,331.48346153846154,25.207881377551022,30.72208316326531,19.693679591836734,72.90613214285715,36682.62857142857
