,0
Season_Rainfall_mean,12.770026705043415
Season_Rainfall_sum,10.896294477787002
Season_Tmax_mean,0.8093084909695492
Season_Tmin_mean,0.5598933674480334
area,-0.06320462004494423
Season_Humidity_mean,-0.28110040431743977
Season_Tmean_mean,-0.32214293981078085
